STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,landcover,Land cover,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE,Ireland,2009,,2581,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE,Ireland,2012,,2671,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE,Ireland,2015,,2684,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE,Ireland,2018,,2958,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE0,Ireland,2009,,2581,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE0,Ireland,2012,,2671,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE0,Ireland,2015,,2684,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE0,Ireland,2018,,2958,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE01,"Border, Midland and Western (NUTS 2013)",2009,,830,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE01,"Border, Midland and Western (NUTS 2013)",2012,,886,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE01,"Border, Midland and Western (NUTS 2013)",2015,,899,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE02,Southern and Eastern (NUTS 2013),2009,,1751,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE02,Southern and Eastern (NUTS 2013),2012,,1785,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE02,Southern and Eastern (NUTS 2013),2015,,1785,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE04,Northern and Western,2018,,727,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE05,Southern,2018,,1505,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IE06,Eastern and Midland,2018,,726,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IT,Italy,2009,,19815,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IT,Italy,2012,,20346,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IT,Italy,2015,,20837,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,IT,Italy,2018,,19809,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC,Nord-Ovest,2009,,4921,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC,Nord-Ovest,2012,,4986,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC,Nord-Ovest,2015,,5061,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC,Nord-Ovest,2018,,4516,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC1,Piemonte,2009,,1699,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC1,Piemonte,2012,,1737,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC1,Piemonte,2015,,1754,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC1,Piemonte,2018,,1611,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC2,Valle d’Aosta/Vallée d’Aoste,2009,,83,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC2,Valle d’Aosta/Vallée d’Aoste,2012,,93,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC2,Valle d’Aosta/Vallée d’Aoste,2015,,97,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC2,Valle d’Aosta/Vallée d’Aoste,2018,,82,,u,low reliability,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC3,Liguria,2009,,427,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC3,Liguria,2012,,435,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC3,Liguria,2015,,470,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC3,Liguria,2018,,241,,u,low reliability,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC4,Lombardia,2009,,2711,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC4,Lombardia,2012,,2722,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC4,Lombardia,2015,,2740,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITC4,Lombardia,2018,,2582,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF,Sud,2009,,4538,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF,Sud,2012,,4713,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF,Sud,2015,,4845,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF,Sud,2018,,4648,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF1,Abruzzo,2009,,523,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF1,Abruzzo,2012,,532,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF1,Abruzzo,2015,,539,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF1,Abruzzo,2018,,555,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF2,Molise,2009,,85,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF2,Molise,2012,,99,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF2,Molise,2015,,109,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF2,Molise,2018,,194,,u,low reliability,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF3,Campania,2009,,1424,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF3,Campania,2012,,1456,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF3,Campania,2015,,1474,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF3,Campania,2018,,1418,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF4,Puglia,2009,,1379,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF4,Puglia,2012,,1432,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF4,Puglia,2015,,1499,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF4,Puglia,2018,,1299,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF5,Basilicata,2009,,314,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF5,Basilicata,2012,,346,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF5,Basilicata,2015,,364,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF5,Basilicata,2018,,354,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF6,Calabria,2009,,813,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF6,Calabria,2012,,847,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF6,Calabria,2015,,860,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITF6,Calabria,2018,,827,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG,Isole,2009,,2625,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG,Isole,2012,,2716,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG,Isole,2015,,2800,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG,Isole,2018,,2466,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG1,Sicilia,2009,,1722,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG1,Sicilia,2012,,1786,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG1,Sicilia,2015,,1846,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG1,Sicilia,2018,,1479,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG2,Sardegna,2009,,903,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG2,Sardegna,2012,,931,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG2,Sardegna,2015,,954,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITG2,Sardegna,2018,,987,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH,Nord-Est,2009,,4132,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH,Nord-Est,2012,,4249,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH,Nord-Est,2015,,4347,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH,Nord-Est,2018,,4402,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH1,Provincia Autonoma di Bolzano/Bozen,2009,,166,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH1,Provincia Autonoma di Bolzano/Bozen,2012,,202,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH1,Provincia Autonoma di Bolzano/Bozen,2015,,210,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH1,Provincia Autonoma di Bolzano/Bozen,2018,,174,,u,low reliability,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH2,Provincia Autonoma di Trento,2009,,143,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH2,Provincia Autonoma di Trento,2012,,147,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH2,Provincia Autonoma di Trento,2015,,166,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH2,Provincia Autonoma di Trento,2018,,181,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH3,Veneto,2009,,1761,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH3,Veneto,2012,,1786,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH3,Veneto,2015,,1831,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH3,Veneto,2018,,1722,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH4,Friuli-Venezia Giulia,2009,,362,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH4,Friuli-Venezia Giulia,2012,,382,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH4,Friuli-Venezia Giulia,2015,,398,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH4,Friuli-Venezia Giulia,2018,,423,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH5,Emilia-Romagna,2009,,1699,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH5,Emilia-Romagna,2012,,1731,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH5,Emilia-Romagna,2015,,1743,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITH5,Emilia-Romagna,2018,,1903,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI,Centro (IT),2009,,3599,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI,Centro (IT),2012,,3681,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI,Centro (IT),2015,,3784,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI,Centro (IT),2018,,3776,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI1,Toscana,2009,,1359,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI1,Toscana,2012,,1370,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI1,Toscana,2015,,1389,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI1,Toscana,2018,,1333,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI2,Umbria,2009,,368,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI2,Umbria,2012,,387,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI2,Umbria,2015,,420,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI2,Umbria,2018,,439,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI3,Marche,2009,,550,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI3,Marche,2012,,589,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI3,Marche,2015,,611,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI3,Marche,2018,,679,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI4,Lazio,2009,,1322,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI4,Lazio,2012,,1335,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI4,Lazio,2015,,1363,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,ITI4,Lazio,2018,,1325,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,LT,Lithuania,2009,,1693,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,LT,Lithuania,2012,,1729,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,LT,Lithuania,2015,,1795,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,LT,Lithuania,2018,,1392,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,LT0,Lietuva,2009,,1693,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,LT0,Lietuva,2012,,1729,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,KM2,Square kilometre,LCA,Artificial land,LT0,Lietuva,2015,,1795,,,,,
