STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL54,Ipeiros,2019,,29.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL61,Thessalia,2017,,27.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL61,Thessalia,2018,,29.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL61,Thessalia,2019,,28.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL62,Ionia Nisia,2017,,19.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL62,Ionia Nisia,2018,,20.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL62,Ionia Nisia,2019,,23.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL63,Dytiki Elláda,2017,,22.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL63,Dytiki Elláda,2018,,19.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL63,Dytiki Elláda,2019,,17.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL64,Sterea Elláda,2017,,21.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL64,Sterea Elláda,2018,,22.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL64,Sterea Elláda,2019,,21.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL65,Peloponnisos,2017,,22.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL65,Peloponnisos,2018,,23.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,EL65,Peloponnisos,2019,,23.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES11,Galicia,2017,,32.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES11,Galicia,2018,,33.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES11,Galicia,2019,,34.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES12,Principado de Asturias,2017,,39.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES12,Principado de Asturias,2018,,40.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES12,Principado de Asturias,2019,,41.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES13,Cantabria,2017,,38.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES13,Cantabria,2018,,36.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES13,Cantabria,2019,,38.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES21,País Vasco,2017,,48.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES21,País Vasco,2018,,48.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES21,País Vasco,2019,,48.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES22,Comunidad Foral de Navarra,2017,,42.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES22,Comunidad Foral de Navarra,2018,,40.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES22,Comunidad Foral de Navarra,2019,,43.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES23,La Rioja,2017,,35.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES23,La Rioja,2018,,36.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES23,La Rioja,2019,,34.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES24,Aragón,2017,,34.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES24,Aragón,2018,,35.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES24,Aragón,2019,,36.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES30,Comunidad de Madrid,2017,,45.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES30,Comunidad de Madrid,2018,,46.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES30,Comunidad de Madrid,2019,,47.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES41,Castilla y León,2017,,30.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES41,Castilla y León,2018,,31.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES41,Castilla y León,2019,,34.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES42,Castilla-La Mancha,2017,,24.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES42,Castilla-La Mancha,2018,,25.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES42,Castilla-La Mancha,2019,,27.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES43,Extremadura,2017,,24.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES43,Extremadura,2018,,22.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES43,Extremadura,2019,,22.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES51,Cataluña,2017,,36.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES51,Cataluña,2018,,38.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES51,Cataluña,2019,,39.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES52,Comunitat Valenciana,2017,,30.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES52,Comunitat Valenciana,2018,,32.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES52,Comunitat Valenciana,2019,,33.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES53,Illes Balears,2017,,29.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES53,Illes Balears,2018,,25.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES53,Illes Balears,2019,,28.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES61,Andalucía,2017,,27.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES61,Andalucía,2018,,28.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES61,Andalucía,2019,,28.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES62,Región de Murcia,2017,,27.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES62,Región de Murcia,2018,,29.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES62,Región de Murcia,2019,,28.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES63,Ciudad de Ceuta,2017,,26.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES63,Ciudad de Ceuta,2018,,23.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES63,Ciudad de Ceuta,2019,,18.3,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES64,Ciudad de Melilla,2017,,27.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES64,Ciudad de Melilla,2018,,27.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES64,Ciudad de Melilla,2019,,27.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES70,Canarias,2017,,27.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES70,Canarias,2018,,28.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,ES70,Canarias,2019,,30.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI19,Länsi-Suomi,2017,,33.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI19,Länsi-Suomi,2018,,34.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI19,Länsi-Suomi,2019,,36.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1B,Helsinki-Uusimaa,2017,,44.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1B,Helsinki-Uusimaa,2018,,45.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1B,Helsinki-Uusimaa,2019,,47.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1C,Etelä-Suomi,2017,,32.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1C,Etelä-Suomi,2018,,31.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1C,Etelä-Suomi,2019,,33.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1D,Pohjois- ja Itä-Suomi,2017,,30.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1D,Pohjois- ja Itä-Suomi,2018,,31.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI1D,Pohjois- ja Itä-Suomi,2019,,32.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI20,Åland,2017,,,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI20,Åland,2018,,30.6,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FI20,Åland,2019,,28.1,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FR10,Ile de France,2017,,46.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FR10,Ile de France,2018,,47.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FR10,Ile de France,2019,,50.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRB0,Centre — Val de Loire,2017,,28.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRB0,Centre — Val de Loire,2018,,30.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRB0,Centre — Val de Loire,2019,,28.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRC1,Bourgogne,2017,,26.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRC1,Bourgogne,2018,,27.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRC1,Bourgogne,2019,,27.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRC2,Franche-Comté,2017,,31.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRC2,Franche-Comté,2018,,30.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRC2,Franche-Comté,2019,,25.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRD1,Basse-Normandie,2017,,21.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRD1,Basse-Normandie,2018,,25.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRD1,Basse-Normandie,2019,,24.2,,,,,
