"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch"
"PL71","PL",2019,1.36,17.1,8.38,"Low investment, low fertility"
"PL72","PL",2019,1.26,20.3,8.38,"Low investment, low fertility"
"PL81","PL",2019,1.34,28.5,8.38,"Low investment, low fertility"
"PL82","PL",2019,1.38,22.1,8.38,"Low investment, low fertility"
"PL84","PL",2019,1.42,20.5,8.38,"Low investment, low fertility"
"PL91","PL",2019,1.6,12.9,8.38,"High fertility, low investment"
"PL92","PL",2019,1.51,21.1,8.38,"Low investment, low fertility"
"PT11","PT",2018,1.27667,23,60.27,"Low investment, low fertility"
"PT15","PT",2018,1.64886,23.2,60.27,"High fertility, low investment"
"PT16","PT",2018,1.34243,22.8,60.27,"Low investment, low fertility"
"PT17","PT",2018,1.62063,16.5,60.27,"High fertility, low investment"
"PT18","PT",2018,1.50266,21.1,60.27,"Low investment, low fertility"
"PT20","PT",2018,1.39402,36.5,60.27,"Low investment, low fertility"
"PT30","PT",2018,1.30193,31.9,60.27,"Low investment, low fertility"
"PT11","PT",2019,1.28793,22.3,64.84,"Low investment, low fertility"
"PT15","PT",2019,1.67784,22.7,64.84,"High fertility, low investment"
"PT16","PT",2019,1.36295,20.5,64.84,"Low investment, low fertility"
"PT17","PT",2019,1.62614,17.5,64.84,"High fertility, low investment"
"PT18","PT",2019,1.54728,21.6,64.84,"High fertility, low investment"
"PT20","PT",2019,1.35461,36.7,64.84,"Low investment, low fertility"
"PT30","PT",2019,1.3177,32,64.84,"Low investment, low fertility"
"RO11","RO",2017,1.7,35.6,8.25,"High fertility, low investment"
"RO12","RO",2017,1.88,29.7,8.25,"High fertility, low investment"
"RO21","RO",2017,2.16,49.6,8.25,"High fertility, low investment"
"RO22","RO",2017,1.89,52.4,8.25,"High fertility, low investment"
"RO31","RO",2017,1.74,50.2,8.25,"High fertility, low investment"
"RO32","RO",2017,1.52,31.8,8.25,"Low investment, low fertility"
"RO41","RO",2017,1.63,52.5,8.25,"High fertility, low investment"
"RO42","RO",2017,1.58,31.8,8.25,"High fertility, low investment"
"RO11","RO",2018,1.69,28.8,10.05,"High fertility, low investment"
"RO12","RO",2018,1.84,27.6,10.05,"High fertility, low investment"
"RO21","RO",2018,2.09,49.9,10.05,"High fertility, low investment"
"RO22","RO",2018,1.84,50.3,10.05,"High fertility, low investment"
"RO31","RO",2018,1.74,45.6,10.05,"High fertility, low investment"
"RO32","RO",2018,1.53,28.2,10.05,"High fertility, low investment"
"RO41","RO",2018,1.66,47.4,10.05,"High fertility, low investment"
"RO42","RO",2018,1.6,24.2,10.05,"High fertility, low investment"
"RO11","RO",2019,1.69,23.4,11.58,"High fertility, low investment"
"RO12","RO",2019,1.85,28.2,11.58,"High fertility, low investment"
"RO21","RO",2019,2.14,49.2,11.58,"High fertility, low investment"
"RO22","RO",2019,1.84,49.5,11.58,"High fertility, low investment"
"RO31","RO",2019,1.76,43.1,11.58,"High fertility, low investment"
"RO32","RO",2019,1.55,21.7,11.58,"High fertility, low investment"
"RO41","RO",2019,1.64,42.2,11.58,"High fertility, low investment"
"RO42","RO",2019,1.58,24,11.58,"High fertility, low investment"
"SE11","SE",2017,1.71,14.1,320.86,"Balanced investment"
"SE12","SE",2017,1.8,16.7,320.86,"Balanced investment"
"SE21","SE",2017,1.91,14,320.86,"Balanced investment"
"SE22","SE",2017,1.78,21.9,320.86,"Balanced investment"
"SE23","SE",2017,1.76,18.2,320.86,"Balanced investment"
"SE31","SE",2017,1.89,20.3,320.86,"Balanced investment"
"SE32","SE",2017,1.9,16.7,320.86,"Balanced investment"
"SE33","SE",2017,1.73,15.3,320.86,"Balanced investment"
"SE11","SE",2018,1.66,13.6,320.71,"Balanced investment"
"SE12","SE",2018,1.76,16.5,320.71,"Balanced investment"
"SE21","SE",2018,1.88,16.9,320.71,"Balanced investment"
"SE22","SE",2018,1.76,26.2,320.71,"Balanced investment"
"SE23","SE",2018,1.74,16.6,320.71,"Balanced investment"
"SE31","SE",2018,1.89,19.5,320.71,"Balanced investment"
"SE32","SE",2018,1.9,18.4,320.71,"Balanced investment"
"SE33","SE",2018,1.69,17.4,320.71,"Balanced investment"
"SE11","SE",2019,1.61,14.5,316.45,"Balanced investment"
"SE12","SE",2019,1.72,18.4,316.45,"Balanced investment"
"SE21","SE",2019,1.83,16.3,316.45,"Balanced investment"
"SE22","SE",2019,1.72,24.7,316.45,"Balanced investment"
"SE23","SE",2019,1.71,18.7,316.45,"Balanced investment"
"SE31","SE",2019,1.78,18.2,316.45,"Balanced investment"
"SE32","SE",2019,1.82,23.6,316.45,"Balanced investment"
"SE33","SE",2019,1.7,16.3,316.45,"Balanced investment"
"SI03","SI",2018,1.64,17.3,24.07,"High fertility, low investment"
"SI04","SI",2018,1.58,13.3,24.07,"High fertility, low investment"
"SI03","SI",2019,1.68,16.3,25.49,"High fertility, low investment"
"SI04","SI",2019,1.55,10.8,25.49,"High fertility, low investment"
"SK01","SK",2017,1.66,9.9,36.48,"High fertility, low investment"
"SK02","SK",2017,1.34,12.9,36.48,"Low investment, low fertility"
"SK03","SK",2017,1.45,17.5,36.48,"Low investment, low fertility"
"SK04","SK",2017,1.65,20.1,36.48,"High fertility, low investment"
"SK01","SK",2018,1.7,7.3,33.23,"High fertility, low investment"
"SK02","SK",2018,1.35,10.7,33.23,"Low investment, low fertility"
"SK03","SK",2018,1.48,18.6,33.23,"Low investment, low fertility"
"SK04","SK",2018,1.66,20.6,33.23,"High fertility, low investment"
"SK01","SK",2019,1.65,6.8,52.44,"High fertility, low investment"
"SK02","SK",2019,1.4,10.2,52.44,"Low investment, low fertility"
"SK03","SK",2019,1.49,19.3,52.44,"Low investment, low fertility"
"SK04","SK",2019,1.69,19.7,52.44,"High fertility, low investment"
"AL01","AL",2019,1.59,55.4,24.82,"High fertility, low investment"
"AL02","AL",2019,1.28,49.2,24.82,"Low investment, low fertility"
"AL03","AL",2019,1.23,48.4,24.82,"Low investment, low fertility"
"BG31","BG",2017,1.85291,47.4,169.18,"High fertility, low investment"
"BG32","BG",2017,1.71635,43,169.18,"High fertility, low investment"
"BG33","BG",2017,1.68931,40.4,169.18,"High fertility, low investment"
"BG34","BG",2017,2.10908,39.9,169.18,"High fertility, low investment"
"BG41","BG",2017,1.45777,26,169.18,"Low investment, low fertility"
"BG42","BG",2017,1.79732,45,169.18,"High fertility, low investment"
"BG31","BG",2018,1.88775,42,177.37,"High fertility, low investment"
"BG32","BG",2018,1.75067,34.5,177.37,"High fertility, low investment"
"BG33","BG",2018,1.73954,34.5,177.37,"High fertility, low investment"
"BG34","BG",2018,2.10184,36.2,177.37,"High fertility, low investment"
"BG41","BG",2018,1.46803,22.8,177.37,"Low investment, low fertility"
"BG42","BG",2018,1.83131,39.2,177.37,"High fertility, low investment"
"BG31","BG",2019,1.90808,41.6,185.18,"High fertility, low investment"
"BG32","BG",2019,1.77018,37.6,185.18,"High fertility, low investment"
"BG33","BG",2019,1.83009,33.7,185.18,"High fertility, low investment"
"BG34","BG",2019,2.15573,37.9,185.18,"High fertility, low investment"
"BG41","BG",2019,1.53127,22.7,185.18,"High fertility, low investment"
"BG42","BG",2019,1.87979,38.1,185.18,"High fertility, low investment"
"CH01","CH",2017,1.52,20.4,817.69,"High investement, low fertility"
"CH02","CH",2017,1.53,19.7,817.69,"Balanced investment"
"CH03","CH",2017,1.52,17.3,817.69,"High investement, low fertility"
"CH04","CH",2017,1.5,14.3,817.69,"High investement, low fertility"
"CH05","CH",2017,1.54,17.9,817.69,"Balanced investment"
"CH06","CH",2017,1.56,13.6,817.69,"Balanced investment"
"CH07","CH",2017,1.37,34,817.69,"High investement, low fertility"
"CH01","CH",2018,1.51,21.2,844.23,"High investement, low fertility"
"CH02","CH",2018,1.53,19.1,844.23,"Balanced investment"
"CH03","CH",2018,1.51,18.2,844.23,"High investement, low fertility"
"CH04","CH",2018,1.47,11.9,844.23,"High investement, low fertility"
"CH05","CH",2018,1.59,17.7,844.23,"Balanced investment"
"CH06","CH",2018,1.59,12.5,844.23,"Balanced investment"
"CH07","CH",2018,1.28,30.2,844.23,"High investement, low fertility"
"CH01","CH",2019,1.47,26.1,860.99,"High investement, low fertility"
"CH02","CH",2019,1.5,21.1,860.99,"High investement, low fertility"
"CH03","CH",2019,1.5,18.8,860.99,"High investement, low fertility"
"CH04","CH",2019,1.42,13.1,860.99,"High investement, low fertility"
"CH05","CH",2019,1.53,17.2,860.99,"Balanced investment"
"CH06","CH",2019,1.54,14.2,860.99,"Balanced investment"
"CH07","CH",2019,1.26,26.7,860.99,"High investement, low fertility"
"CZ01","CZ",2017,1.55,9.8,311.81,"Balanced investment"
"CZ02","CZ",2017,1.79,11,311.81,"Balanced investment"
"CZ03","CZ",2017,1.7,9.3,311.81,"Balanced investment"
"CZ04","CZ",2017,1.67,16.1,311.81,"Balanced investment"
"CZ05","CZ",2017,1.7,10.1,311.81,"Balanced investment"
"CZ06","CZ",2017,1.73,11,311.81,"Balanced investment"
"CZ07","CZ",2017,1.67,11.2,311.81,"Balanced investment"
"CZ08","CZ",2017,1.6,19.7,311.81,"Balanced investment"
"CZ01","CZ",2018,1.56,8.3,328.59,"Balanced investment"
"CZ02","CZ",2018,1.74,9.4,328.59,"Balanced investment"
"CZ03","CZ",2018,1.72,9.4,328.59,"Balanced investment"
"CZ04","CZ",2018,1.66,17,328.59,"Balanced investment"
"CZ05","CZ",2018,1.74,11.6,328.59,"Balanced investment"
"CZ06","CZ",2018,1.76,11.3,328.59,"Balanced investment"
"CZ07","CZ",2018,1.71,12.5,328.59,"Balanced investment"
"CZ08","CZ",2018,1.68,16,328.59,"Balanced investment"
"CZ01","CZ",2019,1.52,7.7,340.7,"High investement, low fertility"
"CZ02","CZ",2019,1.76,9.6,340.7,"Balanced investment"
"CZ03","CZ",2019,1.72,9.3,340.7,"Balanced investment"
"CZ04","CZ",2019,1.71,19.7,340.7,"Balanced investment"
"CZ05","CZ",2019,1.76,12.4,340.7,"Balanced investment"
"CZ06","CZ",2019,1.77,11.9,340.7,"Balanced investment"
"CZ07","CZ",2019,1.67,12.8,340.7,"Balanced investment"
"CZ08","CZ",2019,1.66,15.1,340.7,"Balanced investment"
"DK01","DK",2017,1.67,18.9,1355.82,"Balanced investment"
"DK02","DK",2017,1.83,17.9,1355.82,"Balanced investment"
"DK03","DK",2017,1.82,17.6,1355.82,"Balanced investment"
"DK04","DK",2017,1.83,16,1355.82,"Balanced investment"
"DK05","DK",2017,1.81,18.4,1355.82,"Balanced investment"
"DK01","DK",2018,1.65,19.6,1376.85,"Balanced investment"
"DK02","DK",2018,1.83,16.8,1376.85,"Balanced investment"
"DK03","DK",2018,1.78,15.7,1376.85,"Balanced investment"
"DK04","DK",2018,1.81,15.8,1376.85,"Balanced investment"
"DK05","DK",2018,1.77,19.2,1376.85,"Balanced investment"
"DK01","DK",2019,1.66,18.2,1393.99,"Balanced investment"
"DK02","DK",2019,1.76,14.3,1393.99,"Balanced investment"
"DK03","DK",2019,1.73,18.1,1393.99,"Balanced investment"
"DK04","DK",2019,1.75,17,1393.99,"Balanced investment"
"DK05","DK",2019,1.75,17.7,1393.99,"Balanced investment"
"EL30","EL",2018,1.36,27,203.8,"Low investment, low fertility"
"EL41","EL",2018,1.63,31.9,203.8,"High fertility, low investment"
"EL42","EL",2018,1.54,31.6,203.8,"High fertility, low investment"
"EL43","EL",2018,1.52,34.8,203.8,"Low investment, low fertility"
"EL51","EL",2018,1.32,33.5,203.8,"Low investment, low fertility"
"EL52","EL",2018,1.28,29.3,203.8,"Low investment, low fertility"
"EL53","EL",2018,1.26,36.5,203.8,"Low investment, low fertility"
"EL54","EL",2018,1.22,31.1,203.8,"Low investment, low fertility"
"EL61","EL",2018,1.32,32.9,203.8,"Low investment, low fertility"
"EL62","EL",2018,1.6,26.2,203.8,"High fertility, low investment"
"EL63","EL",2018,1.29,41.1,203.8,"Low investment, low fertility"
"EL64","EL",2018,1.23,28.7,203.8,"Low investment, low fertility"
"EL65","EL",2018,1.35,29.2,203.8,"Low investment, low fertility"
"EL30","EL",2019,1.35,24.5,206.84,"Low investment, low fertility"
"EL41","EL",2019,1.6,30.7,206.84,"High fertility, low investment"
"EL42","EL",2019,1.62,30.1,206.84,"High fertility, low investment"
"EL43","EL",2019,1.54,30.5,206.84,"High fertility, low investment"
"EL51","EL",2019,1.3,34,206.84,"Low investment, low fertility"
"EL52","EL",2019,1.27,30.6,206.84,"Low investment, low fertility"
"EL53","EL",2019,1.26,33.6,206.84,"Low investment, low fertility"
"EL54","EL",2019,1.24,26.8,206.84,"Low investment, low fertility"
"EL61","EL",2019,1.28,28.3,206.84,"Low investment, low fertility"
"EL62","EL",2019,1.55,22.3,206.84,"High fertility, low investment"
"EL63","EL",2019,1.32,39.8,206.84,"Low investment, low fertility"
"EL64","EL",2019,1.12,28.3,206.84,"Low investment, low fertility"
"EL65","EL",2019,1.32,35.1,206.84,"Low investment, low fertility"
"ES11","ES",2017,1.11971,23,1844.71,"High investement, low fertility"
"ES12","ES",2017,1.0277,17.8,1844.71,"High investement, low fertility"
"ES13","ES",2017,1.16135,20.5,1844.71,"High investement, low fertility"
"ES21","ES",2017,1.3205,15,1844.71,"High investement, low fertility"
"ES22","ES",2017,1.4463,13.2,1844.71,"High investement, low fertility"
"ES23","ES",2017,1.33934,13.9,1844.71,"High investement, low fertility"
"ES24","ES",2017,1.32689,16.2,1844.71,"High investement, low fertility"
"ES30","ES",2017,1.31942,21.7,1844.71,"High investement, low fertility"
"ES41","ES",2017,1.14147,19.2,1844.71,"High investement, low fertility"
"ES42","ES",2017,1.30795,34.9,1844.71,"High investement, low fertility"
"ES43","ES",2017,1.28931,44.9,1844.71,"High investement, low fertility"
"ES51","ES",2017,1.36858,20.2,1844.71,"High investement, low fertility"
"ES52","ES",2017,1.29225,31.9,1844.71,"High investement, low fertility"
"ES53","ES",2017,1.24946,25.2,1844.71,"High investement, low fertility"
"ES61","ES",2017,1.35638,39,1844.71,"High investement, low fertility"
"ES62","ES",2017,1.54678,35.6,1844.71,"Balanced investment"
"ES63","ES",2017,1.79543,46.9,1844.71,"Balanced investment"
"ES64","ES",2017,2.2558,30.2,1844.71,"Balanced investment"
"ES70","ES",2017,1.07193,39.9,1844.71,"High investement, low fertility"
"ES11","ES",2018,1.04073,24.1,1780.86,"High investement, low fertility"
"ES12","ES",2018,1.02771,21.8,1780.86,"High investement, low fertility"
"ES13","ES",2018,1.11039,24.4,1780.86,"High investement, low fertility"
"ES21","ES",2018,1.27534,12.2,1780.86,"High investement, low fertility"
"ES22","ES",2018,1.37788,13.1,1780.86,"High investement, low fertility"
"ES23","ES",2018,1.23376,19.1,1780.86,"High investement, low fertility"
"ES24","ES",2018,1.28449,17.8,1780.86,"High investement, low fertility"
"ES30","ES",2018,1.26087,20.9,1780.86,"High investement, low fertility"
"ES41","ES",2018,1.14267,19.8,1780.86,"High investement, low fertility"
"ES42","ES",2018,1.26129,33.4,1780.86,"High investement, low fertility"
"ES43","ES",2018,1.21358,43.7,1780.86,"High investement, low fertility"
"ES51","ES",2018,1.30934,18.9,1780.86,"High investement, low fertility"
"ES52","ES",2018,1.23939,30.7,1780.86,"High investement, low fertility"
"ES53","ES",2018,1.24665,17.3,1780.86,"High investement, low fertility"
"ES61","ES",2018,1.31519,41.7,1780.86,"High investement, low fertility"
"ES62","ES",2018,1.52629,33.2,1780.86,"Balanced investment"
"ES63","ES",2018,1.68002,48.9,1780.86,"Balanced investment"
"ES64","ES",2018,2.26992,23.5,1780.86,"Balanced investment"
"ES70","ES",2018,1.00946,39.2,1780.86,"High investement, low fertility"
"ES11","ES",2019,1.01814,24.2,2384.55,"High investement, low fertility"
"ES12","ES",2019,0.95664,25,2384.55,"High investement, low fertility"
"ES13","ES",2019,1.06379,19.8,2384.55,"High investement, low fertility"
"ES21","ES",2019,1.24932,15,2384.55,"High investement, low fertility"
"ES22","ES",2019,1.38361,12.4,2384.55,"High investement, low fertility"
"ES23","ES",2019,1.30172,15.8,2384.55,"High investement, low fertility"
"ES24","ES",2019,1.25335,20.5,2384.55,"High investement, low fertility"
"ES30","ES",2019,1.21957,20.2,2384.55,"High investement, low fertility"
"ES41","ES",2019,1.12497,16.8,2384.55,"High investement, low fertility"
"ES42","ES",2019,1.24287,31,2384.55,"High investement, low fertility"
"ES43","ES",2019,1.2167,36.9,2384.55,"High investement, low fertility"
"ES51","ES",2019,1.26909,18.8,2384.55,"High investement, low fertility"
"ES52","ES",2019,1.23134,28.2,2384.55,"High investement, low fertility"
"ES53","ES",2019,1.17358,16.5,2384.55,"High investement, low fertility"
"ES61","ES",2019,1.30586,39.3,2384.55,"High investement, low fertility"
"ES62","ES",2019,1.49064,33.4,2384.55,"High investement, low fertility"
"ES63","ES",2019,1.48046,49,2384.55,"High investement, low fertility"
"ES64","ES",2019,2.0991,39.7,2384.55,"Balanced investment"
"ES70","ES",2019,0.96995,38.3,2384.55,"High investement, low fertility"
"FI1B","FI",2017,1.38,12,986.5,"High investement, low fertility"
"FI1C","FI",2017,1.47,16.1,986.5,"High investement, low fertility"
"FI1D","FI",2017,1.63,17.9,986.5,"Balanced investment"
"FI1B","FI",2018,1.33,11.1,956.92,"High investement, low fertility"
"FI1C","FI",2018,1.36,17.1,956.92,"High investement, low fertility"
"FI1D","FI",2018,1.53,20.3,956.92,"Balanced investment"
"FI1B","FI",2019,1.28,9.4,930.99,"High investement, low fertility"
"FI1C","FI",2019,1.3,14.7,930.99,"High investement, low fertility"
"FI1D","FI",2019,1.44,17.8,930.99,"High investement, low fertility"
"HR03","HR",2017,1.39,21.6,115.03,"Low investment, low fertility"
"HR04","HR",2017,1.43,24.8,115.03,"Low investment, low fertility"
"HR03","HR",2018,1.43,21.2,122.63,"Low investment, low fertility"
"HR04","HR",2018,1.49,22.6,122.63,"Low investment, low fertility"
"HR03","HR",2019,1.42,19.4,127.49,"Low investment, low fertility"
"HR04","HR",2019,1.49,21.6,127.49,"Low investment, low fertility"
"HU21","HU",2017,1.55,20.1,170.2,"High fertility, low investment"
"HU22","HU",2017,1.46,19.9,170.2,"Low investment, low fertility"
"HU23","HU",2017,1.55,30.4,170.2,"High fertility, low investment"
"HU31","HU",2017,1.82,36.4,170.2,"High fertility, low investment"
"HU32","HU",2017,1.7,28.4,170.2,"High fertility, low investment"
"HU33","HU",2017,1.56,26.4,170.2,"High fertility, low investment"
"HU11","HU",2018,1.21,16.5,180.58,"Low investment, low fertility"
"HU12","HU",2018,1.6,14.3,180.58,"High fertility, low investment"
"HU21","HU",2018,1.52,15.2,180.58,"Low investment, low fertility"
"HU22","HU",2018,1.47,12.4,180.58,"Low investment, low fertility"
"HU23","HU",2018,1.57,26.7,180.58,"High fertility, low investment"
"HU31","HU",2018,1.84,31.3,180.58,"High fertility, low investment"
"HU32","HU",2018,1.69,27.1,180.58,"High fertility, low investment"
"HU33","HU",2018,1.55,22.2,180.58,"High fertility, low investment"
"HU11","HU",2019,1.19,17.1,187.99,"Low investment, low fertility"
"HU12","HU",2019,1.63,20.2,187.99,"High fertility, low investment"
"HU21","HU",2019,1.55,12.1,187.99,"High fertility, low investment"
"HU22","HU",2019,1.48,17,187.99,"Low investment, low fertility"
"HU23","HU",2019,1.58,25,187.99,"High fertility, low investment"
"HU31","HU",2019,1.83,26.7,187.99,"High fertility, low investment"
"HU32","HU",2019,1.73,26,187.99,"High fertility, low investment"
"HU33","HU",2019,1.55,16.5,187.99,"High fertility, low investment"
"IE04","IE",2017,1.88,25.9,251.14,"Balanced investment"
"IE05","IE",2017,1.84,24,251.14,"Balanced investment"
"IE06","IE",2017,1.7,20.2,251.14,"Balanced investment"
"IE04","IE",2018,1.89,25.2,255.47,"Balanced investment"
"IE05","IE",2018,1.85,22.6,255.47,"Balanced investment"
"IE06","IE",2018,1.66,17.9,255.47,"Balanced investment"
"IE04","IE",2019,1.87,26.4,254,"Balanced investment"
"IE05","IE",2019,1.76,21,254,"Balanced investment"
"IE06","IE",2019,1.64,17.4,254,"Balanced investment"
"ITC1","IT",2017,1.34908,18.4,3172.82,"High investement, low fertility"
"ITC2","IT",2017,1.35592,17.2,3172.82,"High investement, low fertility"
"ITC3","IT",2017,1.29024,19,3172.82,"High investement, low fertility"
"ITC4","IT",2017,1.40535,16.9,3172.82,"High investement, low fertility"
"ITF1","IT",2017,1.25286,28.2,3172.82,"High investement, low fertility"
"ITF2","IT",2017,1.20144,35,3172.82,"High investement, low fertility"
"ITF3","IT",2017,1.36197,43,3172.82,"High investement, low fertility"
"ITF4","IT",2017,1.25093,36.7,3172.82,"High investement, low fertility"
"ITF5","IT",2017,1.20013,31.9,3172.82,"High investement, low fertility"
"ITF6","IT",2017,1.30506,43.9,3172.82,"High investement, low fertility"
"ITG1","IT",2017,1.37181,48.9,3172.82,"High investement, low fertility"
"ITG2","IT",2017,1.07838,37.2,3172.82,"High investement, low fertility"
"ITH1","IT",2017,1.74689,6.3,3172.82,"Balanced investment"
"ITH2","IT",2017,1.4863,17.1,3172.82,"High investement, low fertility"
"ITH3","IT",2017,1.36698,13,3172.82,"High investement, low fertility"
"ITH4","IT",2017,1.31574,13.1,3172.82,"High investement, low fertility"
"ITH5","IT",2017,1.36091,15,3172.82,"High investement, low fertility"
"ITI1","IT",2017,1.29473,17.4,3172.82,"High investement, low fertility"
"ITI2","IT",2017,1.25818,16.1,3172.82,"High investement, low fertility"
"ITI3","IT",2017,1.26097,20.9,3172.82,"High investement, low fertility"
"ITI4","IT",2017,1.30127,26.7,3172.82,"High investement, low fertility"
"ITC1","IT",2018,1.29684,18.4,3430.02,"High investement, low fertility"
"ITC2","IT",2018,1.38873,13.1,3430.02,"High investement, low fertility"
"ITC3","IT",2018,1.24387,18.1,3430.02,"High investement, low fertility"
"ITC4","IT",2018,1.36258,14.9,3430.02,"High investement, low fertility"
"ITF1","IT",2018,1.2048,25.8,3430.02,"High investement, low fertility"
"ITF2","IT",2018,1.10607,25,3430.02,"High investement, low fertility"
"ITF3","IT",2018,1.32915,48.9,3430.02,"High investement, low fertility"
"ITF4","IT",2018,1.23363,35.8,3430.02,"High investement, low fertility"
"ITF5","IT",2018,1.1411,35.2,3430.02,"High investement, low fertility"
"ITF6","IT",2018,1.2891,40.7,3430.02,"High investement, low fertility"
"ITG1","IT",2018,1.37221,49.5,3430.02,"High investement, low fertility"
"ITG2","IT",2018,1.03521,33.6,3430.02,"High investement, low fertility"
"ITH1","IT",2018,1.72907,12.7,3430.02,"Balanced investment"
"ITH2","IT",2018,1.4505,18.8,3430.02,"High investement, low fertility"
"ITH3","IT",2018,1.34451,13.2,3430.02,"High investement, low fertility"
"ITH4","IT",2018,1.28507,12.2,3430.02,"High investement, low fertility"
"ITH5","IT",2018,1.348,14,3430.02,"High investement, low fertility"
"ITI1","IT",2018,1.2608,17.9,3430.02,"High investement, low fertility"
"ITI2","IT",2018,1.22402,17,3430.02,"High investement, low fertility"
"ITI3","IT",2018,1.22736,16.1,3430.02,"High investement, low fertility"
"ITI4","IT",2018,1.25317,25.7,3430.02,"High investement, low fertility"
"ITC1","IT",2019,1.27,16.3,3354.38,"High investement, low fertility"
"ITC2","IT",2019,1.31,8.6,3354.38,"High investement, low fertility"
"ITC3","IT",2019,1.21,17.5,3354.38,"High investement, low fertility"
"ITC4","IT",2019,1.33,16.6,3354.38,"High investement, low fertility"
"ITF1","IT",2019,1.17,24.4,3354.38,"High investement, low fertility"
"ITF2","IT",2019,1.15,33.7,3354.38,"High investement, low fertility"
"ITF3","IT",2019,1.31,48.2,3354.38,"High investement, low fertility"
"ITF4","IT",2019,1.2,37,3354.38,"High investement, low fertility"
"ITF5","IT",2019,1.15,33,3354.38,"High investement, low fertility"
"ITF6","IT",2019,1.26,34.8,3354.38,"High investement, low fertility"
"ITG1","IT",2019,1.33,45.4,3354.38,"High investement, low fertility"
"ITG2","IT",2019,1,27.4,3354.38,"High investement, low fertility"
"ITH1","IT",2019,1.71,10.4,3354.38,"Balanced investment"
"ITH2","IT",2019,1.42,11.4,3354.38,"High investement, low fertility"
"ITH3","IT",2019,1.29,10.3,3354.38,"High investement, low fertility"
"ITH4","IT",2019,1.25,13.5,3354.38,"High investement, low fertility"
"ITH5","IT",2019,1.3,14,3354.38,"High investement, low fertility"
"ITI1","IT",2019,1.21,18.4,3354.38,"High investement, low fertility"
"ITI2","IT",2019,1.2,12.3,3354.38,"High investement, low fertility"
"ITI3","IT",2019,1.19,18.5,3354.38,"High investement, low fertility"
"ITI4","IT",2019,1.18,24.1,3354.38,"High investement, low fertility"
"LT01","LT",2017,1.49406,23.1,73.14,"Low investment, low fertility"
"LT02","LT",2017,1.59857,32.4,73.14,"High fertility, low investment"
"LT01","LT",2018,1.48992,22.2,74.49,"Low investment, low fertility"
"LT02","LT",2018,1.54059,31.1,74.49,"High fertility, low investment"
"LT01","LT",2019,1.35689,20.2,76.4,"Low investment, low fertility"
"LT02","LT",2019,1.46291,27.6,76.4,"Low investment, low fertility"
"NL11","NL",2017,1.45,21.8,0,"Low investment, low fertility"
"NL12","NL",2017,1.77,17.7,0,"High fertility, low investment"
"NL13","NL",2017,1.77,16.8,0,"High fertility, low investment"
"NL21","NL",2017,1.72,16.4,0,"High fertility, low investment"
"NL22","NL",2017,1.7,15.2,0,"High fertility, low investment"
"NL23","NL",2017,1.72,17.4,0,"High fertility, low investment"
"NL31","NL",2017,1.68,14.9,0,"High fertility, low investment"
"NL32","NL",2017,1.52,16.7,0,"Low investment, low fertility"
"NL33","NL",2017,1.64,19.3,0,"High fertility, low investment"
"NL34","NL",2017,1.76,12.7,0,"High fertility, low investment"
"NL41","NL",2017,1.61,14.1,0,"High fertility, low investment"
"NL42","NL",2017,1.48,15.8,0,"Low investment, low fertility"
"NL11","NL",2018,1.39,22.1,0,"Low investment, low fertility"
"NL12","NL",2018,1.71,16.3,0,"High fertility, low investment"
"NL13","NL",2018,1.68,14.8,0,"High fertility, low investment"
"NL21","NL",2018,1.69,15.7,0,"High fertility, low investment"
"NL22","NL",2018,1.66,15.2,0,"High fertility, low investment"
"NL23","NL",2018,1.78,15.6,0,"High fertility, low investment"
"NL31","NL",2018,1.63,13.5,0,"High fertility, low investment"
"NL32","NL",2018,1.49,17.2,0,"Low investment, low fertility"
"NL33","NL",2018,1.61,19.6,0,"High fertility, low investment"
"NL34","NL",2018,1.72,14,0,"High fertility, low investment"
"NL41","NL",2018,1.58,13.4,0,"High fertility, low investment"
"NL42","NL",2018,1.45,16.9,0,"Low investment, low fertility"
"NL11","NL",2019,1.41,23.9,0,"Low investment, low fertility"
"NL12","NL",2019,1.75,16.5,0,"High fertility, low investment"
"NL13","NL",2019,1.73,14.7,0,"High fertility, low investment"
"NL21","NL",2019,1.68,15.6,0,"High fertility, low investment"
"NL22","NL",2019,1.65,14.6,0,"High fertility, low investment"
"NL23","NL",2019,1.77,16.2,0,"High fertility, low investment"
"NL31","NL",2019,1.62,15.1,0,"High fertility, low investment"
"NL32","NL",2019,1.46,17,0,"Low investment, low fertility"
"NL33","NL",2019,1.6,19.4,0,"High fertility, low investment"
"NL34","NL",2019,1.73,14.8,0,"High fertility, low investment"
"NL41","NL",2019,1.55,13.8,0,"High fertility, low investment"
"NL42","NL",2019,1.43,15.5,0,"Low investment, low fertility"
"NO01","NO",2017,1.54,15.6,2010.75,"Balanced investment"
"NO02","NO",2017,1.57,14.9,2010.75,"Balanced investment"
"NO03","NO",2017,1.6,12.7,2010.75,"Balanced investment"
"NO04","NO",2017,1.77,14.6,2010.75,"Balanced investment"
"NO05","NO",2017,1.7,17.2,2010.75,"Balanced investment"
"NO06","NO",2017,1.63,17.1,2010.75,"Balanced investment"
"NO07","NO",2017,1.59,17.1,2010.75,"Balanced investment"
