STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES42,Castilla-La Mancha,2019,,25.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES43,Extremadura,2017,,26.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES43,Extremadura,2018,,26.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES43,Extremadura,2019,,26.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES51,Cataluña,2017,,233.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES51,Cataluña,2018,,235.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES51,Cataluña,2019,,238.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES52,Comunitat Valenciana,2017,,213.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES52,Comunitat Valenciana,2018,,214.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES52,Comunitat Valenciana,2019,,216.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES53,Illes Balears,2017,,233.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES53,Illes Balears,2018,,236.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES53,Illes Balears,2019,,241.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES61,Andalucía,2017,,96.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES61,Andalucía,2018,,97.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES61,Andalucía,2019,,97.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES62,Región de Murcia,2017,,130.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES62,Región de Murcia,2018,,131.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES62,Región de Murcia,2019,,132.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES63,Ciudad de Ceuta,2017,,4256.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES63,Ciudad de Ceuta,2018,,4251.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES63,Ciudad de Ceuta,2019,,4222.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES64,Ciudad de Melilla,2017,,6059.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES64,Ciudad de Melilla,2018,,6049.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES64,Ciudad de Melilla,2019,,6041.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES70,Canarias,2017,,291.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES70,Canarias,2018,,295.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES70,Canarias,2019,,299.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI19,Länsi-Suomi,2017,,23.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI19,Länsi-Suomi,2018,,23.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI19,Länsi-Suomi,2019,,23.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1B,Helsinki-Uusimaa,2017,,181.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1B,Helsinki-Uusimaa,2018,,182.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1B,Helsinki-Uusimaa,2019,,184.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1C,Etelä-Suomi,2017,,36.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1C,Etelä-Suomi,2018,,36.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1C,Etelä-Suomi,2019,,36.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1D,Pohjois- ja Itä-Suomi,2017,,6.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1D,Pohjois- ja Itä-Suomi,2018,,6.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI1D,Pohjois- ja Itä-Suomi,2019,,6.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI20,Åland,2017,,18.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI20,Åland,2018,,19.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FI20,Åland,2019,,19.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FR10,Ile de France,2017,,1020.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FR10,Ile de France,2018,,1023.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FR10,Ile de France,2019,,1026.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRB0,Centre — Val de Loire,2017,,65.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRB0,Centre — Val de Loire,2018,,65.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRB0,Centre — Val de Loire,2019,,65.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRC1,Bourgogne,2017,,51.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRC1,Bourgogne,2018,,51.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRC1,Bourgogne,2019,,51.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRC2,Franche-Comté,2017,,72.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRC2,Franche-Comté,2018,,72.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRC2,Franche-Comté,2019,,72.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRD1,Basse-Normandie,2017,,83.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRD1,Basse-Normandie,2018,,82.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRD1,Basse-Normandie,2019,,82.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRD2,Haute-Normandie,2017,,151.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRD2,Haute-Normandie,2018,,151.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRD2,Haute-Normandie,2019,,151.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRE1,Nord-Pas de Calais,2017,,328.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRE1,Nord-Pas de Calais,2018,,327.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRE1,Nord-Pas de Calais,2019,,327.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRE2,Picardie,2017,,99.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRE2,Picardie,2018,,99.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRE2,Picardie,2019,,99.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF1,Alsace,2017,,229.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF1,Alsace,2018,,230.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF1,Alsace,2019,,230.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF2,Champagne-Ardenne,2017,,51.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF2,Champagne-Ardenne,2018,,51.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF2,Champagne-Ardenne,2019,,51.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF3,Lorraine,2017,,99.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF3,Lorraine,2018,,98.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRF3,Lorraine,2019,,98.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRG0,Pays de la Loire,2017,,117.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRG0,Pays de la Loire,2018,,117.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRG0,Pays de la Loire,2019,,118.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRH0,Bretagne,2017,,121.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRH0,Bretagne,2018,,122.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRH0,Bretagne,2019,,122.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI1,Aquitaine,2017,,82.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI1,Aquitaine,2018,,83.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI1,Aquitaine,2019,,83.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI2,Limousin,2017,,43.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI2,Limousin,2018,,43.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI2,Limousin,2019,,42.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI3,Poitou-Charentes,2017,,69.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI3,Poitou-Charentes,2018,,69.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRI3,Poitou-Charentes,2019,,70.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRJ1,Languedoc-Roussillon,2017,,103.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRJ1,Languedoc-Roussillon,2018,,103.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRJ1,Languedoc-Roussillon,2019,,104.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRJ2,Midi-Pyrénées,2017,,67.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRJ2,Midi-Pyrénées,2018,,67.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRJ2,Midi-Pyrénées,2019,,67.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRK1,Auvergne,2017,,52.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRK1,Auvergne,2018,,52.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRK1,Auvergne,2019,,52.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRK2,Rhône-Alpes,2017,,149.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRK2,Rhône-Alpes,2018,,150.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRK2,Rhône-Alpes,2019,,150.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRL0,Provence-Alpes-Côte d’Azur,2017,,161.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRL0,Provence-Alpes-Côte d’Azur,2018,,162.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRL0,Provence-Alpes-Côte d’Azur,2019,,162.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRM0,Corse,2017,,38.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRM0,Corse,2018,,39.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,FRM0,Corse,2019,,39.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HR03,Jadranska Hrvatska,2017,,56.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HR03,Jadranska Hrvatska,2018,,56.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HR03,Jadranska Hrvatska,2019,,56.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HR04,Kontinentalna Hrvatska (NUTS 2016),2017,,87.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HR04,Kontinentalna Hrvatska (NUTS 2016),2018,,86.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HR04,Kontinentalna Hrvatska (NUTS 2016),2019,,85.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU11,Budapest,2017,,3433.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU11,Budapest,2018,,3433.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU11,Budapest,2019,,3433.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU12,Pest,2017,,199.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU12,Pest,2018,,202.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU12,Pest,2019,,205.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU21,Közép-Dunántúl,2017,,98.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU21,Közép-Dunántúl,2018,,98.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU21,Közép-Dunántúl,2019,,99.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU22,Nyugat-Dunántúl,2017,,88.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU22,Nyugat-Dunántúl,2018,,88.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU22,Nyugat-Dunántúl,2019,,88.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU23,Dél-Dunántúl,2017,,64.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU23,Dél-Dunántúl,2018,,64.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU23,Dél-Dunántúl,2019,,63.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU31,Észak-Magyarország,2017,,85.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU31,Észak-Magyarország,2018,,85.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU31,Észak-Magyarország,2019,,84.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU32,Észak-Alföld,2017,,84.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU32,Észak-Alföld,2018,,83.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU32,Észak-Alföld,2019,,83.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU33,Dél-Alföld,2017,,68.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU33,Dél-Alföld,2018,,68.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,HU33,Dél-Alföld,2019,,68.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE04,Northern and Western,2017,,34.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE04,Northern and Western,2018,,34.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE04,Northern and Western,2019,,35.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE05,Southern,2017,,54.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE05,Southern,2018,,54.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE05,Southern,2019,,55.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE06,Eastern and Midland,2017,,164.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE06,Eastern and Midland,2018,,167.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IE06,Eastern and Midland,2019,,169.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IS00,Ísland,2017,,3.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IS00,Ísland,2018,,3.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,IS00,Ísland,2019,,3.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC1,Piemonte,2017,,174.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC1,Piemonte,2018,,173.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC1,Piemonte,2019,,172.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC2,Valle d’Aosta/Vallée d’Aoste,2017,,39.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC2,Valle d’Aosta/Vallée d’Aoste,2018,,38.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC2,Valle d’Aosta/Vallée d’Aoste,2019,,38.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC3,Liguria,2017,,288.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC3,Liguria,2018,,287.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC3,Liguria,2019,,284.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC4,Lombardia,2017,,435.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC4,Lombardia,2018,,436.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITC4,Lombardia,2019,,435.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITF1,Abruzzo,2017,,122.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ITF1,Abruzzo,2018,,121.5,,,,,
