Country Or Territory,NUTS Code,NUTS Name,Degree Of Urbanisation,Year,Air Pollutant,Data Aggregation Id,Scenario,Category,Outcome,Health Indicator,Sex,Description Of Age Group,Affected  Population,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Value,Value - lower CI,Value - upper CI,Value for 100k Of Affected Population,Value for 100k Of Affected Population - lower CI,Value for 100k Of Affected Population - upper CI
"Italy","ITF2","Molise","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","325486","2156.5","8907.9","8275.2","323","256","390","99","78","120"
"Italy","ITF2","Molise","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","232442","2156.5","9.8","10.7","1391","1059","1553","598","455","668"
"Italy","ITF2","Molise","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","230638","2156.5","9.5","11.1","1445","1100","1613","626","477","699"
"Italy","ITF1","Abruzzo","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1347134","5104.0","7442.9","6273.8","1009","799","1220","74","59","90"
"Italy","ITG1","Sicilia","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3585381","10663.9","10.8","11.8","25416","19366","28371","708","540","791"
"Italy","ITH3","Veneto","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3548988","13113.5","16.8","22.4","1213","613","2371","34","17","66"
"Italy","ITH3","Veneto","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3548988","13113.5","18.6","21.0","57405","44133","63799","1617","1243","1797"
"Italy","ITC2","Valle d_Aosta/Vallée d_Aoste","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","100251","789.4","8.3","11.3","654","498","730","652","497","728"
"Italy","ITC2","Valle d_Aosta/Vallée d_Aoste","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","100282","789.4","8.5","16.3","183","92","359","182","92","358"
"Italy","ITC2","Valle d_Aosta/Vallée d_Aoste","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","140181","789.4","8048.2","6905.5","11","9","13","8","6","9"
"Italy","ITC2","Valle d_Aosta/Vallée d_Aoste","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","100282","789.4","5.7","9.0","429","326","479","428","325","478"
"Italy","ITC4","Lombardia","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","7193069","15274.4","21.7","25.1","142721","110192","158289","1984","1531","2200"
"Italy","ITC4","Lombardia","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","7139456","15274.4","20.0","28.5","3621","1839","7021","50","25","98"
"Italy","ITF4","Puglia","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2940904","8535.4","11.7","13.9","2753","2102","3070","93","71","104"
"Italy","ITF4","Puglia","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2918098","8535.4","11.4","12.6","2345","1788","2617","80","61","89"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3237523","18265.0","13.3","20.4","964","487","1885","29","15","58"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","4534894","18265.1","8128.8","7824.5","4262","3375","5148","93","74","113"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3238503","18265.1","14.5","16.9","3989","3055","4442","123","94","137"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1321040","32912.3","3.4","11.1","1818","917","3569","137","69","270"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1950079","32912.3","1634.9","1553.4","553","437","668","28","22","34"
"Italy","ITF6","Calabria","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1948423","6886.6","8729.7","6553.9","155","122","187","7","6","9"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","394664","2104.2","9.2","13.1","335","256","373","84","64","94"
"Italy","ITC3","Liguria","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1075583","3181.0","10.0","12.7","899","686","1003","83","63","93"
"Italy","ITC3","Liguria","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1075907","3181.0","8.8","17.7","236","119","463","21","11","43"
"Italy","ITC3","Liguria","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1075907","3181.0","8.8","17.7","2340","1183","4580","217","109","425"
"Italy","ITC3","Liguria","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1067566","3181.0","8.7","10.4","6024","4585","6728","564","429","630"
"Italy","ITG2","Sardegna","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1188763","8066.7","8.2","10.1","6364","4846","7105","535","407","597"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1136918","6233.2","8.1","14.2","1410","711","2775","124","62","244"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1137260","6233.2","10.9","12.6","909","693","1014","79","60","89"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1128440","6233.2","7.9","14.7","161","81","317","14","7","28"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","394664","2104.2","9.2","13.1","3316","2532","3697","840","641","936"
"Italy","ITH4","Friuli-Venezia Giulia","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","854696","4170.6","13.4","19.1","223","112","437","26","13","51"
"Italy","ITH4","Friuli-Venezia Giulia","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","854953","4170.6","12.8","14.0","804","614","897","94","71","104"
"Italy","ITH4","Friuli-Venezia Giulia","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1181926","4170.6","6312.3","5987.0","845","669","1021","71","56","86"
"Italy","ITH4","Friuli-Venezia Giulia","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","848323","4170.6","12.4","13.6","766","585","854","90","68","100"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3238503","18265.0","14.5","16.9","39458","30219","43936","1218","933","1356"
"Italy","ITI4","Lazio","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3983880","10543.9","11.8","28.3","19710","10020","38150","494","251","957"
"Italy","ITI4","Lazio","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3954183","10543.9","11.3","13.3","33855","25838","37761","856","653","954"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1589740","6233.2","6047.1","5278.3","1018","806","1231","64","50","77"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1572199","6233.2","6756.0","5893.2","110","87","133","7","5","8"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","369255","2870.7","8.6","18.3","863","436","1689","233","118","457"
"Italy","ITI4","Lazio","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","5580338","10543.9","8070.5","5974.2","405","321","490","7","5","8"
"Italy","ITI4","Lazio","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","5580338","10543.9","8070.5","5974.2","4008","3173","4843","71","56","86"
"Italy","ITI4","Lazio","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3983880","10543.9","11.0","14.4","4028","3077","4490","101","77","112"
"Italy","ITI4","Lazio","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3985086","10543.9","12.1","14.3","3890","2972","4337","97","74","108"
"Italy","ITI4","Lazio","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","5509164","10543.9","7031.9","5205.0","342","271","414","6","4","7"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","372026","2870.7","6.6","11.2","2379","1815","2654","639","488","713"
"Italy","ITI1","Toscana","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2617051","16503.0","8.1","19.2","6772","3426","13238","258","130","505"
"Italy","ITI2","Umbria","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","656681","5408.2","7.2","15.1","1005","507","1974","153","77","300"
"Italy","ITI2","Umbria","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","919832","5408.2","8058.9","7691.3","85","68","103","9","7","11"
"Italy","ITI1","Toscana","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2617051","16503.0","9.3","13.0","2252","1719","2512","86","65","96"
"Italy","ITI1","Toscana","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2597541","16503.0","7.5","17.1","5305","2680","10393","204","103","400"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","372140","2870.7","8.4","18.8","94","47","184","25","12","49"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","369255","2870.7","8.6","18.3","88","44","173","24","12","47"
"Lithuania","LT01","Sostinės regionas","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","505243","5672.8","5.1","14.2","95","48","188","18","9","37"
"Lithuania","LT01","Sostinės regionas","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","750393","5672.8","3437.6","2888.9","32","25","39","4","3","5"
"Lithuania","LT01","Sostinės regionas","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","506731","5672.8","9.3","12.9","6070","4631","6771","1197","914","1336"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","372140","2870.7","6.9","11.7","2611","1993","2911","701","535","782"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","514464","2870.7","9516.7","6912.6","42","33","51","8","6","9"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","514464","2870.7","9516.7","6912.6","424","336","513","82","65","99"
"Italy","ITC4","Lombardia","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","7139456","15274.4","17.8","18.9","10227","7848","11376","143","109","159"
"Italy","ITI1","Toscana","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","3659393","16503.0","6891.6","6408.7","278","220","336","7","6","9"
"Italy","ITI1","Toscana","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2597541","16503.0","7.5","17.1","545","275","1068","20","10","41"
"Italy","ITG2","Sardegna","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1665135","8066.7","7753.6","3645.9","730","578","883","43","34","53"
"Italy","ITG2","Sardegna","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1189125","8066.7","4.1","10.7","65","33","129","5","2","10"
"Italy","ITG2","Sardegna","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1189125","8066.6","7.8","9.9","619","471","691","52","39","58"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","520203","2870.7","9077.2","6678.1","41","32","49","7","6","9"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","369255","2870.7","5.4","9.6","1785","1360","1992","483","368","539"
"Italy","ITI1","Toscana","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","3665780","16503.0","7680.3","6541.9","291","230","352","7","6","9"
"Italy","ITI1","Toscana","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","3659393","16503.0","6891.6","6408.7","2845","2253","3438","77","61","93"
"Italy","ITI1","Toscana","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2597541","16503.0","9.4","12.3","2000","1525","2231","77","58","85"
"Italy","ITI2","Umbria","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","651786","5408.2","9.4","12.1","4751","3622","5302","728","555","813"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1128440","6233.2","10.1","12.4","878","669","979","77","59","86"
"Netherlands","NL11","Groningen","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","591492","1977.7","2043.8","1963.7","11","8","13","1","1","2"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","394545","2104.2","12.4","22.1","1297","656","2533","328","166","642"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","391603","2104.2","11.4","19.9","108","54","212","27","14","54"
"Netherlands","NL12","Friesland (NL)","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","435206","2988.5","11.0","11.3","2789","2124","3114","640","488","715"
"Netherlands","NL12","Friesland (NL)","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","438826","2988.5","9.2","9.5","185","141","207","42","32","47"
"Italy","ITH3","Veneto","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3521462","13113.5","18.1","20.0","52853","40596","58766","1500","1152","1668"
"Lithuania","LT01","Sostinės regionas","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","507909","5672.8","4.7","13.0","79","40","156","15","7","30"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","391603","2104.2","11.4","19.9","1055","533","2063","269","136","526"
"Italy","ITH3","Veneto","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3547911","13113.5","18.1","24.2","1425","721","2780","40","20","78"
"Italy","ITH3","Veneto","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","4906276","13113.5","7513.4","6843.2","401","317","484","8","6","9"
"Italy","ITH1","Provincia Autonoma di Bolzano/Bozen","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","521107","2870.7","8687.7","6727.1","42","33","51","8","6","9"
"Italy","ITH3","Veneto","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3548988","13113.5","18.6","21.0","5803","4462","6450","163","125","181"
"Italy","ITH3","Veneto","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3521462","13113.5","17.1","22.7","1235","624","2412","35","17","68"
"Italy","ITH3","Veneto","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3521462","13113.5","17.1","22.7","12017","6081","23474","341","172","666"
"Italy","ITH4","Friuli-Venezia Giulia","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","854953","4170.6","12.3","17.8","187","94","368","21","11","43"
"Italy","ITH4","Friuli-Venezia Giulia","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","848323","4170.6","12.2","17.7","1793","905","3518","211","106","414"
"Netherlands","NL21","Overijssel","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1164282","3171.5","2408.4","2422.5","27","21","33","2","1","2"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3238503","18265.1","12.7","19.1","8170","4127","16005","252","127","494"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3213390","18265.1","12.5","18.6","777","392","1523","24","12","47"
"Lithuania","LT02","Vidurio ir vakarų Lietuvos regionas","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1385964","29914.3","10.6","12.7","1510","1151","1684","108","83","121"
"Lithuania","LT02","Vidurio ir vakarų Lietuvos regionas","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1390049","29914.3","9.1","11.8","14368","10955","16033","1033","788","1153"
"Italy","ITH4","Friuli-Venezia Giulia","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","854696","4170.6","13.8","15.4","9074","6940","10110","1061","812","1182"
"Luxembourg","LU00","Luxembourg","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","381286","1658.3","8.8","10.0","1751","1332","1956","459","349","513"
"Luxembourg","LU00","Luxembourg","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","397913","1658.3","11.1","18.4","753","380","1476","189","95","370"
"Luxembourg","LU00","Luxembourg","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","397913","1658.3","7.5","8.1","1060","805","1185","266","202","298"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1315070","32912.3","3.4","10.4","130","65","256","9","5","19"
"Malta","MT00","Malta","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","304316","264.6","10.5","16.0","40","20","80","13","6","26"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1919936","32912.3","3197.8","2547.3","879","695","1062","45","36","55"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1321040","32912.3","6.6","9.5","9727","7408","10861","736","560","822"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1317526","32912.3","8.6","12.1","1434","1094","1599","108","83","121"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1315070","32912.3","7.0","10.1","10852","8268","12115","825","628","921"
"Lithuania","LT01","Sostinės regionas","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","505243","5672.8","10.2","12.9","569","434","634","112","85","125"
"Lithuania","LT01","Sostinės regionas","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","746460","5672.8","3773.4","3225.1","35","28","43","4","3","5"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","4527002","18265.1","7138.4","7070.3","380","301","459","8","6","10"
