STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,spscheme,Category of schemes,spdep,Detailed benefit expenditure type,spdepm,Means testing,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,BA,Bosnia and Herzegovina,2018,,116.13,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,BA,Bosnia and Herzegovina,2019,,126.84,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,BE,Belgium,2017,,7289.09,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,BE,Belgium,2018,,7437.28,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,BE,Belgium,2019,,7742.92,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,BG,Bulgaria,2017,,544.42,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,BG,Bulgaria,2018,,577.85,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,BG,Bulgaria,2019,,582.61,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CH,Switzerland,2017,,7679.67,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CH,Switzerland,2018,,7516.42,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CH,Switzerland,2019,,8019.31,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CY,Cyprus,2017,,150.55,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CY,Cyprus,2018,,158.02,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CY,Cyprus,2019,,153.54,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CZ,Czechia,2017,,2782.22,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CZ,Czechia,2018,,3142.96,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,CZ,Czechia,2019,,3174.21,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,DE,Germany,2017,,63353.27,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,DE,Germany,2018,,65673.47,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,DE,Germany,2019,,67425.56,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,DK,Denmark,2017,,3867.19,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,DK,Denmark,2018,,3908.53,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,DK,Denmark,2019,,3927.53,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA12,Euro area - 12 countries (2001-2006),2017,,145408.17,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA12,Euro area - 12 countries (2001-2006),2018,,148885,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA12,Euro area - 12 countries (2001-2006),2019,,152490.9,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA18,Euro area - 18 countries (2014),2017,,148115.68,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA18,Euro area - 18 countries (2014),2018,,151783.45,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA18,Euro area - 18 countries (2014),2019,,155613.57,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA19,Euro area - 19 countries  (2015-2022),2017,,148466.88,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA19,Euro area - 19 countries  (2015-2022),2018,,152333.32,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA19,Euro area - 19 countries  (2015-2022),2019,,156320.57,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA20,Euro area – 20 countries (from 2023),2017,,148974.71,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA20,Euro area – 20 countries (from 2023),2018,,152892.69,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EA20,Euro area – 20 countries (from 2023),2019,,156914.13,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EE,Estonia,2017,,469.81,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EE,Estonia,2018,,580.49,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EE,Estonia,2019,,632.62,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2017,,180376.23,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2018,,184812.83,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2019,,192081.43,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2017,,12308.37,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2018,,12021.73,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2019,,12593.28,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EL,Greece,2017,,1379.47,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EL,Greece,2018,,1843.16,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EL,Greece,2019,,1847.63,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,ES,Spain,2017,,5818.55,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,ES,Spain,2018,,6049.3,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,ES,Spain,2019,,6599.13,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU15,European Union - 15 countries (1995-2004),2017,,199721.82,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU15,European Union - 15 countries (1995-2004),2018,,202498.09,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU27_2007,European Union - 27 countries (2007-2013),2017,,219339.57,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU27_2007,European Union - 27 countries (2007-2013),2018,,222925.79,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2017,,175747.52,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2018,,180307.51,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2019,,187507.45,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU28,European Union - 28 countries (2013-2020),2017,,219847.4,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,EU28,European Union - 28 countries (2013-2020),2018,,223485.17,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,FI,Finland,2017,,2937.05,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,FI,Finland,2018,,2883.85,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,FI,Finland,2019,,2831.11,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,FR,France,2017,,29437,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,FR,France,2018,,29572.95,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,FR,France,2019,,29379.98,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,HR,Croatia,2017,,507.84,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,HR,Croatia,2018,,559.38,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,HR,Croatia,2019,,593.56,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,HU,Hungary,2017,,1855.38,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,HU,Hungary,2018,,1876.92,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,HU,Hungary,2019,,1911.39,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IE,Ireland,2017,,3571.99,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IE,Ireland,2018,,3609.75,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IE,Ireland,2019,,3601.92,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IS,Iceland,2017,,198.13,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IS,Iceland,2018,,209.09,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IS,Iceland,2019,,227.52,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IT,Italy,2017,,16658,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IT,Italy,2018,,16448,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,IT,Italy,2019,,17029,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LT,Lithuania,2017,,351.19,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LT,Lithuania,2018,,549.87,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LT,Lithuania,2019,,706.99,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LU,Luxembourg,2017,,1296.18,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LU,Luxembourg,2018,,1364.66,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LU,Luxembourg,2019,,1401.73,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LV,Latvia,2017,,352.11,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LV,Latvia,2018,,396.37,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,LV,Latvia,2019,,412.29,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,ME,Montenegro,2017,,52.25,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,ME,Montenegro,2018,,28.4,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,ME,Montenegro,2019,,27.44,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,MK,North Macedonia,2017,,89.61,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,MT,Malta,2017,,68.51,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,MT,Malta,2018,,67.55,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,MT,Malta,2019,,66.92,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,NL,Netherlands,2017,,5322,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,NL,Netherlands,2018,,5359,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,NL,Netherlands,2019,,5869,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,NO,Norway,2017,,4430.58,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,NO,Norway,2018,,4296.22,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,NO,Norway,2019,,4346.46,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,PL,Poland,2017,,9214.04,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,PL,Poland,2018,,9070.74,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,PL,Poland,2019,,11630.27,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,PT,Portugal,2017,,1496.31,,,,,
