STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES41,Castilla y León,2019,,1.12497,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES42,Castilla-La Mancha,2017,,1.30795,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES42,Castilla-La Mancha,2018,,1.26129,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES42,Castilla-La Mancha,2019,,1.24287,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES43,Extremadura,2017,,1.28931,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES43,Extremadura,2018,,1.21358,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES43,Extremadura,2019,,1.21670,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES51,Cataluña,2017,,1.36858,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES51,Cataluña,2018,,1.30934,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES51,Cataluña,2019,,1.26909,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES52,Comunitat Valenciana,2017,,1.29225,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES52,Comunitat Valenciana,2018,,1.23939,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES52,Comunitat Valenciana,2019,,1.23134,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES53,Illes Balears,2017,,1.24946,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES53,Illes Balears,2018,,1.24665,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES53,Illes Balears,2019,,1.17358,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES61,Andalucía,2017,,1.35638,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES61,Andalucía,2018,,1.31519,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES61,Andalucía,2019,,1.30586,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES62,Región de Murcia,2017,,1.54678,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES62,Región de Murcia,2018,,1.52629,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES62,Región de Murcia,2019,,1.49064,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES63,Ciudad de Ceuta,2017,,1.79543,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES63,Ciudad de Ceuta,2018,,1.68002,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES63,Ciudad de Ceuta,2019,,1.48046,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES64,Ciudad de Melilla,2017,,2.25580,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES64,Ciudad de Melilla,2018,,2.26992,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES64,Ciudad de Melilla,2019,,2.09910,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES70,Canarias,2017,,1.07193,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES70,Canarias,2018,,1.00946,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ES70,Canarias,2019,,0.96995,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI19,Länsi-Suomi,2017,,1.54,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI19,Länsi-Suomi,2018,,1.44,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI19,Länsi-Suomi,2019,,1.40,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1B,Helsinki-Uusimaa,2017,,1.38,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1B,Helsinki-Uusimaa,2018,,1.33,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1B,Helsinki-Uusimaa,2019,,1.28,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1C,Etelä-Suomi,2017,,1.47,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1C,Etelä-Suomi,2018,,1.36,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1C,Etelä-Suomi,2019,,1.30,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1D,Pohjois- ja Itä-Suomi,2017,,1.63,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1D,Pohjois- ja Itä-Suomi,2018,,1.53,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI1D,Pohjois- ja Itä-Suomi,2019,,1.44,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI20,Åland,2017,,1.68,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI20,Åland,2018,,1.66,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FI20,Åland,2019,,1.57,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FR10,Ile de France,2017,,1.95,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FR10,Ile de France,2018,,1.94,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FR10,Ile de France,2019,,1.93797,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRB0,Centre — Val de Loire,2017,,1.88,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRB0,Centre — Val de Loire,2018,,1.87,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRB0,Centre — Val de Loire,2019,,1.87399,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRC1,Bourgogne,2017,,1.78,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRC1,Bourgogne,2018,,1.78,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRC1,Bourgogne,2019,,1.74125,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRC2,Franche-Comté,2017,,1.86,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRC2,Franche-Comté,2018,,1.83,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRC2,Franche-Comté,2019,,1.79229,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRD1,Basse-Normandie,2017,,1.76,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRD1,Basse-Normandie,2018,,1.75,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRD1,Basse-Normandie,2019,,1.75011,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRD2,Haute-Normandie,2017,,1.91,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRD2,Haute-Normandie,2018,,1.90,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRD2,Haute-Normandie,2019,,1.87425,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRE1,Nord-Pas de Calais,2017,,1.91,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRE1,Nord-Pas de Calais,2018,,1.86,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRE1,Nord-Pas de Calais,2019,,1.85172,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRE2,Picardie,2017,,1.92,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRE2,Picardie,2018,,1.86,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRE2,Picardie,2019,,1.83999,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF1,Alsace,2017,,1.74,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF1,Alsace,2018,,1.72,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF1,Alsace,2019,,1.67761,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF2,Champagne-Ardenne,2017,,1.76,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF2,Champagne-Ardenne,2018,,1.76,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF2,Champagne-Ardenne,2019,,1.77382,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF3,Lorraine,2017,,1.69,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF3,Lorraine,2018,,1.64,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRF3,Lorraine,2019,,1.63162,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRG0,Pays de la Loire,2017,,1.88,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRG0,Pays de la Loire,2018,,1.86,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRG0,Pays de la Loire,2019,,1.84915,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRH0,Bretagne,2017,,1.80,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRH0,Bretagne,2018,,1.79,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRH0,Bretagne,2019,,1.76583,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI1,Aquitaine,2017,,1.67,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI1,Aquitaine,2018,,1.64,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI1,Aquitaine,2019,,1.64488,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI2,Limousin,2017,,1.70,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI2,Limousin,2018,,1.69,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI2,Limousin,2019,,1.69208,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI3,Poitou-Charentes,2017,,1.72,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI3,Poitou-Charentes,2018,,1.69,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRI3,Poitou-Charentes,2019,,1.71018,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRJ1,Languedoc-Roussillon,2017,,1.81,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRJ1,Languedoc-Roussillon,2018,,1.79,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRJ1,Languedoc-Roussillon,2019,,1.77184,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRJ2,Midi-Pyrénées,2017,,1.71,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRJ2,Midi-Pyrénées,2018,,1.68,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRJ2,Midi-Pyrénées,2019,,1.65712,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRK1,Auvergne,2017,,1.76,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRK1,Auvergne,2018,,1.76,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRK1,Auvergne,2019,,1.72762,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRK2,Rhône-Alpes,2017,,1.90,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRK2,Rhône-Alpes,2018,,1.88,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRK2,Rhône-Alpes,2019,,1.86726,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRL0,Provence-Alpes-Côte d’Azur,2017,,1.98,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRL0,Provence-Alpes-Côte d’Azur,2018,,1.96,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRL0,Provence-Alpes-Côte d’Azur,2019,,1.95207,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRM0,Corse,2017,,1.45,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRM0,Corse,2018,,1.42,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,FRM0,Corse,2019,,1.42958,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HR03,Jadranska Hrvatska,2017,,1.39,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HR03,Jadranska Hrvatska,2018,,1.43,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HR03,Jadranska Hrvatska,2019,,1.42,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HR04,Kontinentalna Hrvatska (NUTS 2016),2017,,1.43,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HR04,Kontinentalna Hrvatska (NUTS 2016),2018,,1.49,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HR04,Kontinentalna Hrvatska (NUTS 2016),2019,,1.49,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU11,Budapest,2017,,1.21,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU11,Budapest,2018,,1.21,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU11,Budapest,2019,,1.19,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU12,Pest,2017,,1.58,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU12,Pest,2018,,1.60,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU12,Pest,2019,,1.63,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU21,Közép-Dunántúl,2017,,1.55,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU21,Közép-Dunántúl,2018,,1.52,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU21,Közép-Dunántúl,2019,,1.55,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU22,Nyugat-Dunántúl,2017,,1.46,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU22,Nyugat-Dunántúl,2018,,1.47,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU22,Nyugat-Dunántúl,2019,,1.48,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU23,Dél-Dunántúl,2017,,1.55,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU23,Dél-Dunántúl,2018,,1.57,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU23,Dél-Dunántúl,2019,,1.58,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU31,Észak-Magyarország,2017,,1.82,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU31,Észak-Magyarország,2018,,1.84,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU31,Észak-Magyarország,2019,,1.83,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU32,Észak-Alföld,2017,,1.70,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU32,Észak-Alföld,2018,,1.69,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU32,Észak-Alföld,2019,,1.73,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU33,Dél-Alföld,2017,,1.56,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU33,Dél-Alföld,2018,,1.55,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,HU33,Dél-Alföld,2019,,1.55,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE04,Northern and Western,2017,,1.88,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE04,Northern and Western,2018,,1.89,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE04,Northern and Western,2019,,1.87,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE05,Southern,2017,,1.84,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE05,Southern,2018,,1.85,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE05,Southern,2019,,1.76,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE06,Eastern and Midland,2017,,1.70,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE06,Eastern and Midland,2018,,1.66,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IE06,Eastern and Midland,2019,,1.64,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IS00,Ísland,2017,,1.71,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IS00,Ísland,2018,,1.71,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,IS00,Ísland,2019,,1.74,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ITC1,Piemonte,2017,,1.34908,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ITC1,Piemonte,2018,,1.29684,,b,break in time series,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ITC1,Piemonte,2019,,1.27,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ITC2,Valle d’Aosta/Vallée d’Aoste,2017,,1.35592,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ITC2,Valle d’Aosta/Vallée d’Aoste,2018,,1.38873,,b,break in time series,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ITC2,Valle d’Aosta/Vallée d’Aoste,2019,,1.31,,,,,
dataflow,ESTAT:TGS00100(1.0),Total fertility rate by NUTS 2 region,A,Annual,NR,Number,TOTAL,Total,ITC3,Liguria,2017,,1.29024,,,,,
